id,Latitude,Longitude,Name,Category,Type,tags
514764438,49.2806385,-122.9812629,Circle K,shop,convenience,"{'brand': 'Circle K', 'brand:wikidata': 'Q3268010', 'brand:wikipedia': 'en:Circle K', 'name': 'Circle K', 'shop': 'convenience'}"
518106259,49.2811772,-122.9944375,McDonald's,amenity,fast_food,"{'addr:housenumber': '4801', 'addr:street': 'Hastings Street', 'amenity': 'fast_food', 'brand': ""McDonald's"", 'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'internet_access': 'wlan', 'name': ""McDonald's"", 'name:en': ""McDonald's"", 'takeaway': 'yes'}"
518120608,49.281211,-123.011999,Dairy Queen,amenity,fast_food,"{'addr:housenumber': '4191', 'addr:street': 'Hastings Street', 'addr:unit': '103', 'amenity': 'fast_food', 'brand': 'Dairy Queen', 'brand:wikidata': 'Q1141226', 'brand:wikipedia': 'en:Dairy Queen', 'cuisine': 'ice_cream;burger', 'drive_through': 'no', 'name': 'Dairy Queen', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'phone': '+1-604-293-1171', 'takeaway': 'yes', 'website': 'https://www.dairyqueen.com/en-us/locations/bc/burnaby/103-4191-hastings-st/7902/'}"
518120632,49.2812108,-123.012161,Starbucks,amenity,cafe,"{'addr:housenumber': '4191', 'addr:street': 'Hastings Street', 'addr:unit': '101', 'amenity': 'cafe', 'brand': 'Starbucks', 'brand:wikidata': 'Q37158', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name': 'Starbucks', 'official_name': 'Starbucks Coffee', 'phone': '+1-604-293-1366', 'takeaway': 'yes', 'website': 'https://www.starbucks.com/store-locator/store/1101/carlton-square-4191-hastings-street-burnaby-bc-v-5-c-2-j-3-ca'}"
524772576,49.2664116,-123.014025,White Spot,amenity,restaurant,"{'amenity': 'restaurant', 'brand': 'White Spot', 'brand:wikidata': 'Q7995414', 'brand:wikipedia': 'en:White Spot', 'cuisine': 'burger', 'name': 'White Spot'}"
623808773,49.2764839,-122.9202581,Children's Adventure Playground,leisure,park,"{'leisure': 'park', 'name': ""Children's Adventure Playground""}"
652803066,49.2776429,-122.9094378,Nesters Food Market,shop,supermarket,"{'addr:housenumber': '9000', 'addr:street': 'University High Street', 'check_date': '2023-07-05', 'name': 'Nesters Food Market', 'shop': 'supermarket'}"
652803212,49.2777549,-122.910489,Nesters Market,amenity,pharmacy,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Nesters Market'}"
652806553,49.2779259,-122.9110905,BC Liquor Store,shop,alcohol,"{'brand': 'BC Liquor Store', 'brand:wikidata': 'Q43079557', 'brand:wikipedia': 'en:BC Liquor Stores', 'check_date': '2023-07-05', 'name': 'BC Liquor Store', 'shop': 'alcohol'}"
700544550,49.2191586,-122.969566,Papa John's,amenity,fast_food,"{'addr:housenumber': '6462', 'addr:street': 'Kingsway', 'amenity': 'fast_food', 'brand': ""Papa John's"", 'brand:wikidata': 'Q2759586', 'brand:wikipedia': ""en:Papa John's"", 'cuisine': 'pizza', 'delivery': 'yes', 'name': ""Papa John's"", 'phone': '+1-604-544-6622', 'takeaway': 'yes', 'url': 'http://www.papajohnspizza.ca/Menu.aspx?T=t&RestaurantID=7288a6a4-eadc-4854-bfea-12fb1911f6b5', 'website': 'https://locations.papajohns.com/canada/bc/v5e-1c5/burnaby/6462-kingsway'}"
700544552,49.2196492,-122.969212,A&W,amenity,fast_food,"{'addr:housenumber': '6535', 'addr:street': 'Kingsway', 'amenity': 'fast_food', 'brand': 'A&W', 'brand:wikidata': 'Q2818848', 'brand:wikipedia': 'en:A&W (Canada)', 'cuisine': 'burger', 'drive_through': 'yes', 'name': 'A&W', 'opening_hours': '24/7', 'phone': '+1-604 433-6212', 'takeaway': 'yes'}"
700544554,49.2196001,-122.9683,Subway,amenity,fast_food,"{'addr:housenumber': '6569', 'addr:street': 'Kingsway', 'amenity': 'fast_food', 'brand': 'Subway', 'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'drive_through': 'no', 'name': 'Subway', 'opening_hours': 'Mo-Fr 09:00-21:00; Sa 10:00-20:30; Su 10:30-19:00', 'phone': '+1-604-436-5003', 'takeaway': 'yes', 'website': 'https://restaurants.subway.com/canada/bc/burnaby/6569-kingsway'}"
700544555,49.2196141,-122.96859,Panago,amenity,fast_food,"{'addr:housenumber': '6569', 'addr:street': 'Kingsway', 'amenity': 'fast_food', 'brand': 'Panago', 'brand:wikidata': 'Q17111672', 'brand:wikipedia': 'en:Panago', 'cuisine': 'pizza', 'drive_through': 'no', 'level': '0', 'name': 'Panago', 'name:en': 'Panago', 'opening_hours': 'Su-Th 11:00-23:00, Fr-Sa 11:00-24:00', 'phone': '310-0001', 'takeaway': 'yes', 'website': 'https://www.panago.com', 'wheelchair': 'yes'}"
700544584,49.2218272,-122.9969589,Domino's,amenity,fast_food,"{'addr:housenumber': '4730', 'addr:street': 'Imperial Street', 'amenity': 'fast_food', 'brand': ""Domino's"", 'brand:wikidata': 'Q839466', 'brand:wikipedia': ""en:Domino's Pizza"", 'cuisine': 'pizza', 'delivery': 'yes', 'drive_through': 'no', 'name': ""Domino's"", 'opening_hours': 'Su-Th 11:00-1:00; Fr-Sa 11:00-3:00', 'phone': '+1-604-438-1131', 'short_name': ""Domino's"", 'takeaway': 'yes', 'website': 'https://pizza.dominos.ca/Burnaby-British-Columbia-10082/'}"
700544590,49.2228104,-122.9827806,Super Save Gas,amenity,fuel,"{'amenity': 'fuel', 'brand': 'Super Save Gas Station', 'name': 'Super Save Gas', 'self_service': 'yes'}"
700544596,49.2189528,-122.96902,Masita Korean Restaurant,amenity,restaurant,"{'addr:city': 'Burnaby', 'addr:housenumber': '6516', 'addr:street': 'Kingsway', 'amenity': 'restaurant', 'cuisine': 'korean', 'name': 'Masita Korean Restaurant'}"
700544602,49.2190275,-122.9694464,Roadside Spicy Pot,amenity,restaurant,"{'addr:city': 'Burnaby', 'addr:housenumber': '6462', 'addr:street': 'Kingsway', 'amenity': 'restaurant', 'name': 'Roadside Spicy Pot'}"
700544630,49.2216931,-123.0230896,Esso,amenity,fuel,"{'amenity': 'fuel', 'brand': 'Esso', 'brand:wikidata': 'Q867662', 'brand:wikipedia': 'en:Esso', 'name': 'Esso'}"
746837397,49.2567361,-123.0232071,Chevron,amenity,fuel,"{'addr:housenumber': '3030', 'amenity': 'fuel', 'brand': 'Chevron', 'brand:wikidata': 'Q319642', 'brand:wikipedia': 'en:Chevron Corporation', 'name': 'Chevron', 'survey:date': '2021-05-15'}"
746837413,49.2545419,-123.020042,7-Eleven,shop,convenience,"{'addr:housenumber': '3790', 'addr:street': 'Canada Way', 'brand': '7-Eleven', 'brand:wikidata': 'Q259340', 'brand:wikipedia': 'en:7-Eleven', 'name': '7-Eleven', 'name:ko': '초콜릿공장(버나비)', 'opening_hours': '24/7', 'phone': '+1-604-438-1711', 'shop': 'convenience', 'website': 'https://stores.7-eleven.ca/store/26241'}"
746837420,49.2545065,-123.019356,Chevron,amenity,fuel,"{'addr:city': 'Burnaby', 'addr:housenumber': '3826', 'addr:province': 'BC', 'addr:street': 'Canada Way', 'amenity': 'fuel', 'brand': 'Chevron', 'brand:wikidata': 'Q319642', 'name': 'Chevron'}"
746837427,49.2424585,-123.003994,No. 1 Beef Noodle,amenity,restaurant,"{'addr:housenumber': '4741', 'addr:street': 'Willingdon Avenue', 'amenity': 'restaurant', 'cuisine': 'beef_noodle;chinese', 'email': 'info@jynoodle.com', 'name': 'No. 1 Beef Noodle', 'opening_hours': 'Su-Th 10:00-23:30; Fr-Sa 10:00-00:30', 'phone': '+1-604-438-6648', 'website': 'https://jynoodle.com/'}"
746837437,49.2642237,-123.0137679,Starbucks,amenity,cafe,"{'addr:city': 'Burnaby', 'addr:housenumber': '4122', 'addr:street': 'Dawson Street', 'amenity': 'cafe', 'brand': 'Starbucks', 'brand:wikidata': 'Q37158', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'name': 'Starbucks', 'official_name': 'Starbucks Coffee', 'opening_hours': 'Mo-Fr 05:00-22:00; Sa 06:00-22:00; Su 06:30-21:30', 'takeaway': 'yes'}"
747517054,49.2311658,-123.008436,Saffron Indian Cuisine,amenity,restaurant,"{'addr:city': 'Burnaby', 'addr:housenumber': '4300', 'addr:province': 'BC', 'addr:street': 'Kingsway', 'addr:unit': '5', 'amenity': 'restaurant', 'cuisine': 'indian', 'email': 'saffroncuisine@shaw.ca', 'name': 'Saffron Indian Cuisine', 'opening_hours': 'Su-Th 11:30-22:00; Fr-Sa 11:30-23:00', 'phone': '+1-604-436-5000', 'url': 'http://www.saffroncuisine.ca/', 'website': 'http://saffroncuisine.ca/', 'wheelchair': 'yes'}"
747517072,49.2314417,-123.0079202,Scotiabank,amenity,bank,"{'addr:city': 'Burnaby', 'addr:housenumber': '4299', 'addr:street': 'Kingsway', 'amenity': 'bank', 'brand': 'Scotiabank', 'brand:wikidata': 'Q451476', 'brand:wikipedia': 'en:Scotiabank', 'name': 'Scotiabank'}"
747517175,49.2305918,-123.0068022,RBC,amenity,bank,"{'addr:city': 'Burnaby', 'addr:housenumber': '4370', 'addr:street': 'Kingsway', 'amenity': 'bank', 'atm': 'yes', 'brand': 'RBC', 'brand:wikidata': 'Q735261', 'brand:wikipedia': 'en:Royal Bank of Canada', 'check_date': '2022-10-01', 'name': 'RBC', 'official_name': 'Royal Bank of Canada', 'opening_hours': 'Mo-Th 09:30-17:00; Fr 09:30-18:00; Su 09:00-16:00'}"
747517211,49.2274377,-123.001096,Real Canadian Superstore,shop,supermarket,"{'addr:housenumber': '4700', 'addr:street': 'Kingsway', 'brand': 'Real Canadian Superstore', 'brand:wikidata': 'Q7300856', 'brand:wikipedia': 'en:Real Canadian Superstore', 'check_date:opening_hours': '2022-02-19', 'level': '0', 'name': 'Real Canadian Superstore', 'opening_hours': '07:00-23:00', 'shop': 'supermarket', 'website': 'https://www.realcanadiansuperstore.ca/store-locator/?storeId=1518', 'wheelchair': 'yes'}"
747517219,49.2249256,-122.999969,大統華 T&T Supermarket,shop,supermarket,"{'addr:housenumber': '4800', 'addr:street': 'Kingsway', 'brand': 'T&T Supermarket', 'brand:wikidata': 'Q837893', 'brand:wikipedia': 'en:T & T Supermarket', 'level': '-1', 'name': '大統華 T&T Supermarket', 'name:en': 'T&T Supermarket', 'name:zh-Hans': '大统华', 'name:zh-Hant': '大統華', 'shop': 'supermarket', 'wheelchair': 'yes'}"
763981086,49.1986818,-122.9802613,Save-On-Foods,shop,supermarket,"{'addr:housenumber': '7501', 'addr:street': 'Market Crossing', 'brand': 'Save-On-Foods', 'brand:wikidata': 'Q7427974', 'brand:wikipedia': 'en:Save-On-Foods', 'check_date:opening_hours': '2023-05-21', 'name': 'Save-On-Foods', 'opening_hours': 'Mo-Su 07:00-22:00', 'phone': '+1-604-433-4816', 'shop': 'supermarket', 'website': 'https://www.saveonfoods.com/store/marine-way/', 'wheelchair': 'yes'}"
763981090,49.1996203,-122.9796615,Vancity,amenity,bank,"{'addr:housenumber': '7384', 'addr:street': 'Market Crossing', 'amenity': 'bank', 'brand': 'Vancity', 'brand:wikidata': 'Q7914085', 'brand:wikipedia': 'en:Vancity', 'name': 'Vancity', 'official_name': 'Vancouver City Savings Credit Union', 'opening_hours': 'Mo-Fr 09:30-17:00'}"
763981091,49.1992381,-122.9792371,Starbucks,amenity,cafe,"{'addr:housenumber': '7585', 'addr:street': 'Market Crossing', 'amenity': 'cafe', 'brand': 'Starbucks', 'brand:wikidata': 'Q37158', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'diet:vegetarian': 'yes', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'name': 'Starbucks', 'official_name': 'Starbucks Coffee', 'opening_hours': 'Mo-Fr 05:00-22:00; Sa 06:00-22:00; Su 06:00-21:00', 'takeaway': 'yes', 'wheelchair': 'limited'}"
767351942,49.2186718,-122.956695,Save-On-Foods,shop,supermarket,"{'addr:housenumber': '7155', 'addr:street': 'Kingsway', 'brand': 'Save-On-Foods', 'brand:wikidata': 'Q7427974', 'brand:wikipedia': 'en:Save-On-Foods', 'name': 'Save-On-Foods', 'opening_hours': 'Mo-Su 07:00-22:00', 'pharmacy': 'yes', 'phone': '+1-604-540-1368', 'shop': 'supermarket', 'website': 'https://www.saveonfoods.com/sm/pickup/rsid/1982/highgate-village/'}"
769845267,49.2540269,-122.8993171,Cameron Recreation Centre,leisure,sports_centre,"{'leisure': 'sports_centre', 'name': 'Cameron Recreation Centre'}"
769845268,49.2538168,-122.898544,Cameron Library,amenity,library,"{'addr:city': 'Burnaby', 'addr:housenumber': '9523', 'addr:postcode': 'V3J 1L6', 'addr:street': 'Cameron Street', 'amenity': 'library', 'name': 'Cameron Library', 'opening_hours': 'Mo-Th 10:00-21:00; Fr-Sa 10:00-18:00; Su 12:00-17:00', 'operator': 'Burnaby Public Library', 'operator:type': 'public', 'phone': '+1-604-421-5454', 'website': 'https://bpl.bc.ca/shortcuts/locations-hours/cameron', 'wheelchair': 'yes', 'wikidata': 'Q85703631'}"
770833793,49.2406991,-122.96951,Shadbolt Centre For the Arts,amenity,arts_centre,"{'addr:housenumber': '6450', 'addr:street': 'Deer Lake Avenue', 'amenity': 'arts_centre', 'email': 'shadboltinfo@burnaby.ca', 'name': 'Shadbolt Centre For the Arts', 'opening_hours': 'Mo-Th 09:00-20:00; Fr 09:00-19:00; Sa 09:00-16:00; Su 10:00-15:00', 'phone': '+1-604-297-4440', 'website': 'https://www.burnaby.ca/Things-To-Do/Arts-and-Heritage/Shadbolt-Centre-for-the-Arts.html'}"
824070405,49.2532802,-122.8983104,Green Leaf Sushi Cafe,amenity,restaurant,"{'amenity': 'restaurant', 'cuisine': 'japanese;korean;italian;french', 'name': 'Green Leaf Sushi Cafe'}"
828255496,49.2144445,-122.9891521,Buy-Low Foods,shop,supermarket,"{'addr:housenumber': '7641', 'name': 'Buy-Low Foods', 'opening_hours': 'Mo-Su 08:00-21:00', 'shop': 'supermarket'}"
849210076,49.2246841,-122.988632,HSBC,amenity,bank,"{'addr:housenumber': '5210', 'addr:street': 'Kingsway', 'amenity': 'bank', 'atm': 'yes', 'brand': 'HSBC', 'brand:wikidata': 'Q190464', 'brand:wikipedia': 'en:HSBC', 'drive_through': 'no', 'name': 'HSBC', 'opening_hours': 'Mo-Fr 09:30-17:00; Sa 10:00-16:00', 'website': 'https://www.hsbc.ca/', 'wheelchair': 'yes'}"
867623999,49.2014501,-122.981922,Cactus Club Cafe,amenity,restaurant,"{'addr:housenumber': '7320', 'addr:street': 'Market Crossing', 'amenity': 'restaurant', 'brand': 'Cactus Club Cafe', 'brand:wikidata': 'Q5016149', 'check_date:smoking': '2023-07-22', 'name': 'Cactus Club Cafe', 'opening_hours': 'Mo-Th 11:00-24:00; Fr 11:00-01:00; Sa 11:30-01:00; Su 11:30-24:00', 'outdoor_seating': 'yes', 'phone': '+1-604-430-5000', 'smoking': 'no', 'website': 'https://www.cactusclubcafe.com/location/byrne-road/'}"
873298248,49.2488066,-123.000389,BCIT Student Health Services,amenity,clinic,"{'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'BCIT Student Health Services', 'note': 'first aid'}"
873346971,49.2501092,-123.0015799,The Stand,amenity,cafe,"{'amenity': 'cafe', 'name': 'The Stand', 'opening_hours': 'Mo-Th 07:00-21:00'}"
873360803,49.2502546,-123.0016169,Tim Hortons,amenity,cafe,"{'amenity': 'cafe', 'brand': 'Tim Hortons', 'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'name': 'Tim Hortons', 'takeaway': 'yes'}"
873405516,49.2514468,-123.001736,Habitat,amenity,pub,"{'addr:city': 'Burnaby', 'addr:housenumber': '3700', 'addr:street': 'Willingdon Avenue', 'amenity': 'pub', 'contact:facebook': 'https://www.facebook.com/ProfessorMugsPub', 'name': 'Habitat', 'opening_hours:covid19': 'closed', 'phone': '+1-604-431-4981'}"
873405519,49.2512647,-123.0016995,The Stand,shop,convenience,"{'name': 'The Stand', 'shop': 'convenience'}"
873405520,49.2513348,-122.999477,Fuse Cafe,amenity,cafe,"{'amenity': 'cafe', 'cuisine': 'coffee_shop;burger;sandwich', 'name': 'Fuse Cafe', 'opening_hours:covid19': 'closed'}"
873505000,49.2540202,-123.001417,Tim Hortons Express,amenity,cafe,"{'amenity': 'cafe', 'brand': 'Tim Hortons', 'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'name': 'Tim Hortons Express', 'takeaway': 'yes'}"
873505002,49.2538725,-123.0014254,Austin Grill,amenity,restaurant,"{'amenity': 'restaurant', 'name': 'Austin Grill'}"
873521226,49.2518042,-123.0001087,BCIT First Aid,amenity,clinic,"{'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'BCIT First Aid'}"
873536088,49.2687081,-122.9997696,London Drugs,amenity,pharmacy,"{'addr:housenumber': '4567', 'addr:street': 'Lougheed Highway', 'amenity': 'pharmacy', 'brand': 'London Drugs', 'brand:wikidata': 'Q3258955', 'brand:wikipedia': 'en:London Drugs', 'healthcare': 'pharmacy', 'name': 'London Drugs'}"
909859720,49.2807898,-123.002171,Jade Palace Chinese Restaurant,amenity,restaurant,"{'addr:city': 'Burnaby', 'addr:housenumber': '4524', 'addr:province': 'BC', 'addr:street': 'Hastings Street', 'amenity': 'restaurant', 'cuisine': 'chinese', 'name': 'Jade Palace Chinese Restaurant', 'phone': '+1-604-294-8059;+1-604-568-6777', 'website': 'https://jadepalaceburnaby.com/'}"
909860915,49.2812795,-123.0025914,Chevron,amenity,fuel,"{'amenity': 'fuel', 'brand': 'Chevron', 'brand:wikidata': 'Q319642', 'brand:wikipedia': 'en:Chevron Corporation', 'fuel:diesel': 'yes', 'name': 'Chevron', 'self_service': 'yes'}"
931451230,49.2538711,-122.918127,Production Station Bus Loop,amenity,bus_station,"{'amenity': 'bus_station', 'bus': 'yes', 'name': 'Production Station Bus Loop', 'public_transport': 'station', 'wheelchair': 'yes'}"
931451426,49.2536661,-122.918492,Subway,amenity,fast_food,"{'amenity': 'fast_food', 'brand': 'Subway', 'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name': 'Subway', 'takeaway': 'yes'}"
931451470,49.2539408,-122.918584,Sushia,amenity,fast_food,"{'amenity': 'fast_food', 'cuisine': 'sushi', 'name': 'Sushia', 'phone': '+1-604-420-1688'}"
931454235,49.2613438,-122.9182525,"""Teribithia""",leisure,park,"{'leisure': 'park', 'name': '""Teribithia""'}"
931455859,49.2530897,-122.89809,786 Spice Bazar,shop,convenience,"{'addr:housenumber': '9610A', 'addr:street': 'Cameron Street', 'name': '786 Spice Bazar', 'shop': 'convenience'}"
931456118,49.2532491,-122.8980592,GVC Credit Union,amenity,bank,"{'amenity': 'bank', 'name': 'GVC Credit Union'}"
931456224,49.2526683,-122.8933327,Save-On-Foods,shop,supermarket,"{'addr:city': 'Burnaby', 'addr:housenumber': '3433', 'addr:province': 'BC', 'addr:street': 'North Road', 'brand': 'Save-On-Foods', 'brand:wikidata': 'Q7427974', 'brand:wikipedia': 'en:Save-On-Foods', 'name': 'Save-On-Foods', 'shop': 'supermarket'}"
931456279,49.2527909,-122.893482,GoodLife Fitness,leisure,fitness_centre,"{'addr:city': 'Burnaby', 'addr:housenumber': '3433', 'addr:postcode': 'V3J 0A9', 'addr:province': 'BC', 'addr:street': 'North Road', 'addr:unit': '200', 'brand': 'GoodLife Fitness', 'brand:wikidata': 'Q3110654', 'brand:wikipedia': 'en:GoodLife Fitness', 'leisure': 'fitness_centre', 'name': 'GoodLife Fitness', 'opening_hours': 'Mo-Fr 06:00-23:15; Sa 07:00-20:30; Su 07:00-20:30', 'phone': '+1-604-444-3343', 'website': 'https://www.goodlifefitness.com/clubs/club.213.html'}"
931456368,49.2527659,-122.8933246,BC Liquor Store,shop,alcohol,"{'addr:housenumber': '3433', 'addr:postcode': 'V3J 0A9', 'addr:street': 'North Road', 'brand': 'BC Liquor Store', 'brand:wikidata': 'Q43079557', 'brand:wikipedia': 'en:BC Liquor Stores', 'name': 'BC Liquor Store', 'opening_hours': 'Mo-Th 09:30-21:00; Fr-Sa 09:30-23:00; Su 09:30-19:00', 'shop': 'alcohol'}"
931456402,49.2529029,-122.8933327,Shoppers Drug Mart,amenity,pharmacy,"{'amenity': 'pharmacy', 'brand': 'Shoppers Drug Mart', 'brand:wikidata': 'Q1820137', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'healthcare': 'pharmacy', 'name': 'Shoppers Drug Mart'}"
939677758,49.2172533,-122.9313474,Petro-Canada,amenity,fuel,"{'amenity': 'fuel', 'brand': 'Petro-Canada', 'brand:wikidata': 'Q1208279', 'brand:wikipedia': 'en:Petro-Canada', 'fuel:diesel': 'yes', 'fuel:octane_87': 'yes', 'fuel:octane_89': 'yes', 'fuel:octane_91': 'yes', 'name': 'Petro-Canada', 'operator': 'Petro-Canada', 'website': 'https://retail.petro-canada.ca/'}"
940966063,49.2192229,-122.928227,Burnaby Square Pharmacy,amenity,pharmacy,"{'addr:city': 'Burnaby', 'addr:housenumber': '7885', 'addr:postcode': 'V3N 3N4', 'addr:street': '6th Street', 'addr:unit': '107', 'amenity': 'pharmacy', 'building:levels': '0', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Burnaby Square Pharmacy', 'wheelchair': 'yes'}"
945658594,49.2315103,-122.906135,Crest Centre,amenity,post_office,"{'addr:postcode': 'V3N 2S0', 'amenity': 'post_office', 'brand': 'Canada Post', 'brand:wikidata': 'Q1032001', 'brand:wikipedia': 'en:Canada Post', 'name': 'Crest Centre', 'operator': 'Canada Post', 'operator:wikidata': 'Q1032001', 'operator:wikipedia': 'en:Canada Post'}"
952943388,49.254425,-123.023305,Starbucks,amenity,cafe,"{'amenity': 'cafe', 'brand': 'Starbucks', 'brand:wikidata': 'Q37158', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name': 'Starbucks', 'official_name': 'Starbucks Coffee', 'takeaway': 'yes', 'website': 'https://www.starbucks.ca/'}"
953034537,49.2685707,-123.0015018,Scotiabank,amenity,bank,"{'amenity': 'bank', 'atm': 'yes', 'brand': 'Scotiabank', 'brand:wikidata': 'Q451476', 'brand:wikipedia': 'en:Scotiabank', 'name': 'Scotiabank'}"
955335891,49.259017,-122.9564347,Esso,amenity,fuel,"{'amenity': 'fuel', 'brand': 'Esso', 'brand:wikidata': 'Q867662', 'brand:wikipedia': 'en:Esso', 'compressed_air': 'yes', 'name': 'Esso'}"
957749491,49.2383705,-122.96641,Hart House Restaurant,amenity,restaurant,"{'amenity': 'restaurant', 'cuisine': 'mediterranean', 'name': 'Hart House Restaurant', 'website': 'https://www.harthouserestaurant.com/'}"
